감정_대분류,사람문장
슬픔,동서는 서방님 병문안 갈 때 마다 병원비 좀 보태달라고 해.우리가족도 금전적 여유가 없는데 자꾸 보태 달라 하니. 우리 입장도 곤란한 걸 생각을 해줘야지동서에게 딱 잘라 말할 거야. 우리도 금전적 여유가 없어서 도와주지 못한다고.
슬픔,젊을 때 관리를 안 해서 건강하지 못한 것이 후회돼.맞아. 그래서 늦었지만 건강관리를 시작해야겠어.
슬픔,아내가 교통사고로 사망했다는 소식을 들었어.내가 먼저 죽겠다고 다짐했는데 그 약속을 지키지 못했어.
슬픔,지금 너무 불행해.인생이 너무 허무해서 죽고 싶어 갑자기 그런 생각이 들 때 있잖아.이 나이 돼서 건강하지 않으면 죽는 게 나을 것 같다는 생각이 들어서 그러지.
당황,에스컬레이터가 멈춰있다 움직여서 다들 넘어졌는데 나만 다쳐서 당황스러워.다 넘어졌는데 왜 나만 다쳤지? 나만 뼈가 부러졌어.나만 다친 상황을 에스컬레이터 관리자와 얘기해 보고 보상을 받아야겠어.
기쁨,내가 붙임성이 좋아서 처음 만난 사람하고도 잘 지내지.누구랑 만나도 이야기가 통하고 웃으면서 대화하고 이런 내 성격을 좋아하는 사람들이 많아.
당황,김 씨는 고혈압이라 말로는 기름진 음식 안 먹는다고 하면서 노인정에서 전 먹을 때는 가장 많이 먹는데 한심해.건강에 안 좋을 텐데 왜 그러는지 모르겠어. 뭐라고 조언해줘야 할 것 같은데.김 씨는 자기 행동을 잘 의식하지 못하는 것 같은데 내가 자주 의식시켜줘야겠어.
불안,암 때문에 보험에 들려고 보험설계사에게 상담을 받았는데 보험설계사의 말이 미심쩍어.보험설계사를 하는 동창에게 상담을 받았는데 전부 다 보장된다는 말이 너무 미심쩍더라고.다른 보험설계사와도 상담해봐야겠어. 아무리 생각해도 믿기지 않아.
슬픔,옆집 김 씨의 담배 때문에 천식이 심해졌어.원래 천식이 있었는데 옆 집 때문에 더 심해져서 화가 많이 나.옆집 김 씨에게 내 사정을 얘기해야겠어. 그러면 담배를 다른 곳에서 피지 않을까?
분노,친구가 운동을 열심히 해서 멋진 몸을 만들었다고 자랑이네.나도 열심히 운동해서 친구처럼 멋진 몸매 만들어야지.내가 일부로 간을 안 맞추는 것도 아닌데 남편이 그걸 이해못해줘.
슬픔,우리 중에서 가장 말이 많던 김 씨가 입원을 해서 그런지 노인정이 너무 조용하네.심각한 병은 아니라고 하는데 김 씨가 없으니까 너무 허전해.김 씨 병문안을 가서 김 씨랑 시간을 보내야겠어.
불안,새로 이사 가는 동네에서 잘 적응할 수 있을까? 좀 불안해.아무래도 좀 부담스럽기는 하지. 이상한 이웃을 만날까 걱정도 되고.잘 적응할 수 있겠지 뭐. 나도 걱정도 팔자야.
상처,아는 사람이 건강했는데 교통사고로 억울하게 죽었대.밤에 횡단보도 지나가는데 차가 치고 지나갔대.
기쁨,노후 준비를 잘해놓은 데다가 몸도 건강해져서 노후가 여유로워.요즘 하루하루가 여유롭고 행복해. 이 행복을 계속 유지하고 싶어.가족들과 시간을 많이 보내야겠어.
당황,부부동반 모임에 갔는데 우리 부부만 양복 차림이어서 많이 부끄러웠어.다른 사람들은 모두 편한 복장으로 나와 있더라고.이 상황을 즐겨야겠어. 어쩔 수 없으니까.이미 벌어진 일을 억지로 애써 수습하려고 하지 않고 받아들일 수 있도록 해 주는 것 같아.
슬픔,나는 자식들과 함께 살고 싶은데 자식들은 같이 사는 걸 싫어해서 너무 속상하고 슬퍼.내 자식은 안 그럴 줄 알았는데 막상 이렇게 되고 보니 하루 종일 슬프기만 해.자식들에게 이런 내 마음을 솔직하게 얘기해 볼까 해. 그럼 이해해 주겠지.
상처,옆집 사람이 며느리 자랑을 해대서 질투가 나는구나.그래 몸도 아픈데 우리 며느리는 전화가 없거든.
불안,지금은 건강하지만 병이 들어 죽지도 못하고 와이프 고생시킬까 봐 두렵다.그렇지. 사는 게 바빠서 건강관리에 소홀했던 게 나중에 병이 되지 않을까 그런 생각이 드는 것 같아.이제 앞으로라도 건강하게 살아서 가족들에게 해가 되지 않도록 노력해야겠어.
기쁨,갑자기 코피가 멈추지 않아 당황했는데 병원에서 큰 병은 아니라고 해서 안도했어.너무 많은 코피가 계속 나와서 이제는 죽는구나 생각했는데 다행히 일시적인 거라고 하더군.운동도 꾸준히 하고 매년 정기검진도 받을 생각이네.
불안,적금 통장을 보다가 문득 회의적인 마음이 들었어. 요즘처럼 이율이 낮은 시기에 맞는 투자 방법일까?나도 주식투자 할까 고민중이야.아들 친구 중에 유명한 자산관리사가 있는데 자문을 구해보려고 해.
기쁨,나를 걱정해 주고 늘 안부를 물어주는 사람들이 있어서 정말 신뢰가 돼.맞아. 당뇨병이 있지만 내게는 충분한 돈과 걱정해 주는 사람들이 많아서 기뻐. 보답을 하고 싶어.다른 사람들도 상황이 안 좋을 때 걱정해 주고 도움을 주려고.
기쁨,남은 인생을 여유롭게 살 수 있을 거 같아.환갑이 넘었어도 아프지도 않고 재정적으로 여유가 있어.젊을 때 열심히 일하고 투자가 잘되었어.
슬픔,명절이면 자식들이 찾아오는 친구들을 볼 때마다 결혼을 안 했던 게 후회가 돼.너무 속상하고 친구가 너무 부러워.모르겠어. 마음이 너무 아파서 그냥 울어야겠어.
슬픔,자식은 늘 내편인줄 알았는데 정작 도움이 필요할 때는 남보다 못 한 것 같아서 너무 속상해.도움이 필요할 때 도와주지는 못 할 망정 남 같이 구니 자식이 다 무슨 소용인가 싶어 너무 서러워.복지관에 가서 친구들과 자식 욕 좀 하고 와야겠어.
당황,술을 많이 마시는 친구에게 적당히 마시라고 잔소리를 했는데 정작 내가 병원에 입원하게 되었어.내가 술을 많이 마셨다고 친구가 오해할까 봐 걱정돼.친구에게 나는 술을 많이 마셔서 입원한 것이 아니라고 알려줘야지.
당황,친구들은 다 손주를 보는데 나만 손주를 못 봐서 열등감이 들어. 너무 속상하지. 나도 손주가 보고 싶어.자식들과 진중한 대화 시간을 가져 내 생각을 솔직하게 말하는 것이 좋겠어.
기쁨,아이들이 이제 다 커서 좋은 직장에서 일 하고 있어서 안심이 돼.맞아. 난 한 것도 없는 것 같은데 잘 자라줘서 고맙지.그냥 내가 애들을 믿고 지지해준 것밖에 없는데 잘 커서 고마워.
슬픔,자식들이 연락을 너무 안 해서 한 소리했는데 대답만 하고 연락은 없어서 속상하고 슬퍼.예전에는 살갑게 연락도 잘했는데 어느 순간부터는 연락이 없어. 다들 사는 게 바빠서 그런 건 알지만 그래도 서글퍼.나가서 친구들과 자식들 욕 좀 하고 와야겠어.
상처,치매 증상이 있는 아내가 핸드폰으로 잘못 결제한 것이 취소가 안 돼. 너무 억울한 상황이야.필요 없는 것을 산 건데 대체 왜 취소가 안 되는지 모르겠어.고객센터에 전화해서 제대로 된 답변을 받아야겠어.
상처,트로트 콘서트에 같이 가준다는 사람이 아무도 없어서 상처를 받았어.내가 몸이 아파서 혼자 가기 힘드니까 날 돌보기 귀찮을 거라고 생각하나 봐.티켓은 팔고 생방송을 봐야겠어. 몸도 아픈데 혼자서 가긴 힘들지.
슬픔,아내가 지금 많이 아픈데 치료비 낼 돈이 없어 너무 걱정이야.빨리 돈을 구해야 하는데 구할 곳은 없어. 어쩌면 좋지?
당황,혼자 사는 옆집 할머니가 고혈압으로 입원하면서 부탁한 강아지를 돌봐주고 있어.강아지를 처음 돌보는 거라 어떻게 해야 할지 모르겠어.인터넷에 검색해서 강아지를 잘 돌볼 수 있는 방법을 알아봐야겠어.
기쁨,요즘은 마음이 가벼워.여기저기 건강이 안 좋다고 힘들어하는 친구들이 있거든. 근데 난 아직은 특별한 질환이 없는 것만으로도 얼마나 다행인지 몰라.특별한 비법은 없고 나름대로 긍정적으로 살려고 노력은 하지.
상처,아들이 많이 아파서 내일 내 간을 이식해 주기로 했어.꼭 내 아들이 건강해졌으면 좋겠어.
기쁨,나랑 같은 병에 걸린 사람을 위해서 기부했어.맞아. 빨리 치료받기를 원하는 마음에서 했어.여유가 더 된다면 기부를 다른 병원에도 할 예정이야.
상처,안경점에서 맞춘 안경이 돋보기안경인데 눈이 콩알 만해져서 우스꽝스러워. 난 노안이 아닌데 말이야.내 눈이 그 정도는 아닌 것 같은데 왜 돋보기안경으로 보냈을까?안경점에 가서 왜 돋보기 안경으로 보냈는지 자세히 이유를 들어봐야겠어.
기쁨,의사가 찬물 말고 따끈한 물을 마시랬는데 효과가 있어. 설사가 많이 줄었어.물 하나로 이렇게까지 바뀌니까 의사 말을 더 잘 들어야겠다는 생각이 들어.앞으로는 말 잘 들을 테니 건강하게만 해달라고 하려고.
불안,황 노인이 추천한 금융상품이 진짜인지 가짜인지 분별하기 참 어려워.황 노인이 요즘 증권 펀드 상품을 두세 개 추천했는데 진짜라 보기에 애매한 구석이 있거든.아는 친구 중 전문가가 없다는 게 고민이야. 직접 사지 않는 한 알기 어렵거든.
분노,나날이 다른 곳으로 전이되는 암 때문에 걱정이 산더미야.자연적으로 치료해볼지 말지 고민이야.그냥 병원의 손을 빌리는 게 아무래도 좋을 거 같아.
불안,자기들 마음대로 조별 과제 팀에 나를 넣어서 다 나한테 하라고 해서 화가 나.나를 이용해서 과제도 하고 날 괴롭히기도 하니 일석이조겠지.단순히 나의 의심과 불안이라는 걸 알아. 딸에게 솔직한 마음들을 이야기해봐야겠어.
당황,내가 사채업자에게 돈을 빌렸던 것이 큰 잘못이야.큰 사업을 해 보고 싶어서 부족한 돈을 빌렸지만 독촉받는 신세에 당황스러워.하던 사업을 성공 시켜서 돈을 마련해야 해.
불안,노인들이 나와 이야기 하는 것을 어려워하는 것 같아. 그래서 당혹스러워.나만 따돌림을 당하는 것 같아서 힘들어.이럴 때 얘기할 수 있는 친구가 있으면 좋겠어.지금처럼 고민이 있을 때 얘기하면서 풀 수가 있잖아.
기쁨,이번 달 내 병원비를 아들이 모두 결제한 것을 이제서야 알았어. 병원비가 만만치 않았을 텐데 정말 고마웠어.아들에게 정말 고마워서 어쩔 줄을 모르겠어. 고마운 내 마음을 표현하고 싶어.내 진심이 담긴 편지를 써서 보내줄 거야.
분노,요즘에 비가 많이 와서 골프장에 갈수가 없어.비가 너무 많이 와서 실내에만 있으니까 더 답답해.친구들하고 가까운 산에라도 가 볼까?
슬픔,예전이 너무 그리워. 활기차게 살던 때로 돌아가고 싶어.젊었을 때 나를 되찾고 싶다는 생각이 자꾸 들어. 그럴 수 없는 현실이 너무 우울해.옛날 사진을 좀 봐야겠어. 위로가 될지도 몰라.
당황,의사 선생님 말씀 듣지 않은게 후회가 돼.식이요법을 지키지 않았어.나는 단 음식이 너무 좋아. 하지만 이제 끊어보려 해.
기쁨,아내가 귀 수술을 하고 나서 내 말을 한 번에 알아듣게 되서 정말 기뻐.나도 아내도 청력문제로 많이 고생했는데 정말 다행이야.그냥 아내가 내 말을 잘 듣지 못했던 게 답답했었어.
기쁨,몸이 아픈 나에게 교회 친구가 아무런 말도 없이 돈을 쓰라며 주더라고.평소에 신뢰하던 친구였기에 더욱 감동이었고 나도 친구에게 소중한 사람이라고 느꼈어.몸이 빨리 쾌차하고 친구에게 맛있는 밥을 대접하고 싶어.
당황,어제 드라마에서 수술 장면이 나오는데 정말 혐오스러웠어.수술 장면이 너무 적나라한 거 있지. 진짜같았어.
불안,요즘 심해진 미세먼지 때문에 전부터 안 좋았던 목도 많이 아프고 기분이 더 우울해져.의사는 가능하면 밖에 나가지 말고 집에 있으라고 하는데 집에만 있으니 더욱 안 좋아지는 것 같아.미세먼지가 없는 날을 골라 운동을 하러 나가고 햇볕을 쐬고 기분을 풀어야겠어.
상처,관절염이 심해져서 가게를 팔려고 알아봤더니 시세가 샀을 때보다 많이 떨어졌어.일하기가 힘든데 손해 보면서 가게를 팔아야 할까?그래도 지금 당장 일을 할 수가 없으니 손해 보더라도 파는 게 나을 것 같아.
슬픔,옆집 노인네를 따라 그 보험에 가입했던 것을 후회하고 있어.더 좋은 조건의 보험이 있는데 이걸 왜 들었는지 모르겠어.내일 보험 해지한다는 전화를 해야겠어.
기쁨,최근 기분이 좋아.건강은 안좋아도 지금 생활이 만족스러워.응. 쭉 이랬으면 좋겠네.
기쁨,이 동네에는 나와 말이 통하는 사람이 많아.대화할 사람이 많아서 기쁘다.대화하면서 배울 것도 많아서 행복해.
불안,아들이 졸업하고 공부를 계속하고 싶다고 해서 고민이야.아무래도 내가 돈을 대주어야 할 것 같은데 나도 사정이 썩 좋지는 않아서 스트레스받아.아들하고 진지하게 이야기를 해보는 게 좋겠어. 아들 나름대로 방법이 있을 수도 있으니까.
